Supplier Name,Match1,Score1,Match2,Score2,Match3,Score3,Match4,Score4,Match5,Score5
""""" AVO-M",'VO TPE,70.0,'Interavtomatika,68.88888888888887,"""VO Technopromexport",67.01754385964912,Black Sea Bank Development and Reconstruction,63.70370370370371,'Federativnoye Gosudarstvo Novorossiya,63.60360360360361
"""AutoStanstans",Kalmius Battalion,65.3657616892911,Stroygazmontazh-Most (SGM-MOST,63.80194518125554,'Interavtomatika,63.29059829059829,Mostotrest,63.16239316239316,'Mostotrest,63.16239316239316
"""Brandstudio",Bank of Russia,66.45021645021644,Donetsk Republic,64.36688311688312,Narodny Soyuz,62.97036297036297,Sberbank,62.121212121212125,Smert Battalion,60.577200577200585
"Petersburg ""Petersburg",State Unitary Enterprise of the 'Republic of Crimea' 'Sparkling Wine Plant Novy Svet,60.784677743742066,TPE,60.317460317460316,State Unitary Enterprise of the 'Republic of Crimea' 'UNIVERSAL-AVIA,60.024420024420024,State Unitary Enterprise of the 'Republic of Crimea' 'Chernomorneftegaz,59.6171802054155,Industrialny Sberegatelny Bank,59.20634920634921
"""Lenpromgaz",'Lenpromtransproyekt,84.42105263157896,'Chernomorneftegaz,71.51960784313725,Promsvyazbank,68.7179487179487,Concern Almaz-Antey,59.42355889724311,UralVagonZavod,59.04761904761905
"""Vodokanal of St. Petersburg",'VO TPE,79.48717948717949,"O ""VO TPE",68.58974358974358,Black Sea Bank of Development and Reconstruction,66.88034188034187,'Federativnoye Gosudarstvo Novorossiya,66.47691647691649,Black Sea Bank for Development and Reconstruction,65.15131693703121
"""AVS",Zaliv Shipyard,73.80952380952381,Azovsky likerovodochny zavod,73.21428571428572,'Federativnoye Gosudarstvo Novorossiya,69.36936936936937,Bank Rossiya,61.11111111111111,UralVagonZavod,60.317460317460316
"""A24",Almaz-Antey,47.474747474747474,Bank Rossiya,47.222222222222214,Narodny Soyuz,47.008547008547005,Zaliv Shipyard,46.82539682539682,Bank of Russia,46.82539682539682
NTV-PLUS,VTB Bank (Public,66.11111111111111,TPE,63.888888888888886,'VO TPE,63.888888888888886,Peace To Luhansk Region,61.47342995169082,Donetsk Republic,59.72222222222222
"""Eco-Test",'VO TPE,72.22222222222221,Peace To Luhansk Region,67.88302277432713,"O ""VO TPE",66.66666666666666,NEW EASTERN OUTLK,64.54248366013073,ROSNEFT AERO,63.888888888888886
"""Aktion-Press",Battalion Gvardeysky,73.33333333333334,Bank Rossiya,69.44444444444443,'VO TPE,68.33333333333333,Bank of Russia,66.26984126984127,Aktsionernoe Obshchestvo Genbank,66.25631313131312
MegaFon,The Great Don Army,66.4021164021164,Genbank,63.095238095238095,Mir Luganschine,61.269841269841265,State Enterprise 'Magarach' of the National Institute of Wine,61.09765940274414,Sberbank,60.11904761904761
"FSUE ""Protection"" of Rosgvardia",'Federal State of Novorossiya,75.65270935960591,'Federativnoye Gosudarstvo Novorossiya,74.1323392357875,Feodosia Enterprise of oil,66.96286472148542,Research and Production Corporation UralVagonZavod,65.16710875331565,"'Foreign Economic Association' ""Technopromexport",64.80842911877394
"""MIKON",Prizrak Battalion 'Ghost' Brigade,64.30107526881721,Prizrak Battalion 'Ghost' Battalion,64.04040404040404,Mir Luganschine,60.0,Battalion Gvardeysky,58.333333333333336,Cossack National Guard,57.72727272727273
"""Intravizhn",'Interavtomatika,80.55555555555556,Integral,79.58333333333334,Industrial Savings Bank,67.42753623188406,ORIENTAL REVIEW,62.698412698412696,Bank Otkritie Financial,62.04968944099378
"""K2 Consult",Donetsk Republic,60.0,Peace To Luhansk Region,59.094202898550726,25 January Committee,58.80952380952381,Free Donbas,58.78787878787879,Free Donbass,57.777777777777786
"""Garden Stones",NEW EASTERN OUTLK,68.58220211161387,Luganskiy Ekonomicheskiy Soyuz,66.75213675213675,Donetskaya Narodnaya Respublika,65.89467879790459,'Federal State of Novorossiya,65.54279054279054,VAD Aktsionernoe Obshchestvo VAD,65.49145299145299
All-Russian public,Kalmius Battalion,66.181422063775,Russia Bank,65.48821548821549,'Luganskaya Narodnaya Respublika' (LNR,64.28571428571428,Zaliv Shipyard,64.02116402116401,First Crimean Insurance,63.5851266286049
"""Rostelecom",Rostec,92.0,ROSNEFT AERO,79.94444444444446,Luhansk Economic Union,62.51082251082251,TPE,62.22222222222222,Donbas People's Militia,62.04968944099378
OTIS LIFT,Otkritie,66.01851851851852,Fedosia Oil Products Supply,64.50617283950618,Vostok Battalion,64.31878306878306,"""United Aircraft",63.33333333333333,United Aircraft,63.33333333333333
"""Special Equipment",Peace To Luhansk Region,63.14293833475419,ORIENTAL REVIEW,62.630718954248366,Crimean Republican Enterprise Azov Distillery Plant,61.43790849673203,Russian Direct Investment Fund,60.44746103569633,Feodosia Enterprise of oil,59.91361579596873
"""VimpelCom",TPE,62.96296296296296,'VO TPE,61.11111111111111,"""VO Technopromexport",60.526315789473685,"O ""VO Technopromexport",59.523809523809526,"State Corporation for the Promotion of the Development, Manufacture and Export of High Technology Products ""Rostec",58.23412698412697
"""OB",Sobol,80.0,Dobrolet,75.0,Dobrolyot,74.07407407407408,Oplot Battalion,74.0,Svobodny Donbass,70.83333333333334
"""Minimax",Integral,60.11904761904761,Industrial Savings Bank,58.178053830227746,Industrialny Sberegatelny Bank,56.82539682539682,Luganskiy Ekonomicheskiy Soyuz,56.03174603174603,'Institute Giprostroymost - Saint-Petersburg,55.63298490127758
"""Hadhantter",Almaz-Antey,65.15151515151516,The Great Don Army,62.31481481481481,VAD Aktsionernoe Obshchestvo VAD,59.19642857142856,Almaz-Antey Defense,58.7719298245614,'Interavtomatika,57.93650793650793
"""Four Seasons",Free Donbass,78.33333333333331,Free Donbas,74.31818181818181,ROSNEFT AERO,69.44444444444443,Russia Bank,64.46608946608947,'Federal State of Novorossiya,63.01587301587301
"""Company"" AVENT",Concern Almaz-Antey,69.85155195681511,Promsvyazbank,66.02564102564102,Almaz-Antey,65.58857808857809,Black Sea Bank Development and Reconstruction,61.88034188034188,Black Sea Bank of Development and Reconstruction,61.32478632478633
"""LUKOIL-INTER CARD","""United Aircraft",67.22519310754605,United Aircraft,67.22519310754605,Cossack National Guard,63.933452168746285,Russian National Commercial Bank,63.46288515406163,'VO TPE,63.39869281045751
"""EO ATSISTANCE CIS",Tactical Missiles,69.281045751634,First Crimean Insurance,69.16940689319206,Rostec,64.2483660130719,Internet Research Agency,64.05857214680744,GEOPOLITICA,63.50903997962821
EKOMED,'Chernomorneftegaz,63.39869281045751,Black Sea Bank of Development and Reconstruction,59.72222222222222,VAD Aktsionernoe Obshchestvo VAD,59.65277777777778,Black Sea Bank for Development and Reconstruction,59.63718820861678,Free Donbas,59.34343434343434
"""ARS",Army of the South-East,76.96969696969697,Bank Rossiya,75.0,Rostec,66.66666666666666,Sparta Battalion,61.80555555555555,Russia Bank,61.61616161616161
"""Ralmir Holding B.V."", branch in",Prizrak Battalion 'Ghost' Brigade,61.15378050861923,Industrial Savings Bank,60.9860248447205,Black Sea Bank for Development and Reconstruction,60.85343228200371,' 'Sparkling Wine Plant Novy Svet,60.69561157796451,Crimean Republican Enterprise Azov Distillery Plant,60.26653085476615
"""TD"" Ekvaynet",VAD Aktsionernoe Obshchestvo VAD,64.0530303030303,NEW EASTERN OUTLK,63.50903997962821,Donetskaya Narodnaya Respublika,62.876072553491916,VTB Bank,62.651515151515156,"""VO Technopromexport",62.064251537935746
"""EVROTEKSPB",'VO TPE,71.11111111111113,Donetsk Republic,70.97222222222221,Vneshekonombank,62.698412698412696,VTB,62.22222222222222,VAD Aktsionernoe Obshchestvo VAD,61.597222222222214
"""Audateks",Gosudarstvennoye unitarnoye predpriyatiye Respubliki Krym 'Zavod shampanskykh vin 'Novy Svet,65.46296296296296,Almaz-Antey,62.121212121212125,VAD Aktsionernoe Obshchestvo VAD,60.26785714285715,Gosudarstvenoye predpriyatiye Agrofirma 'Magarach' nacionalnogo instituta vinograda i vina 'Magarach,60.143593519882174,Bulwark,60.11904761904761
"""Vinilmaster",Almaz-Antey,63.63636363636363,Zaliv Shipyard,61.68831168831169,Tactical Missiles,60.76203208556149,Russian National Commercial Bank,60.719696969696976,Mir Luganschine,60.577200577200585
"""AGRAD",Integral,65.83333333333333,Separate Artillery Brigade of the 1st Army Corps,63.47222222222223,"State Corporation for the Promotion of the Development, Manufacture and Export of High Technology Products ""Rostec",61.1904761904762,Narodny Soyuz,61.02564102564102,Zarya Battalion,60.0
MBI-Saint Petersburg,TPE,71.66666666666667,Sberbank (Public Sberbank,68.05555555555554,IS Bank,66.34920634920634,Industrialny Sberegatelny Bank,64.86928104575162,First Crimean Insurance,64.51690821256038
YOLLAEVA Olga Nikolaevna,Cossack National Guard,62.085137085137085,Donetskaya Narodnaya Respublika,61.49852414083914,'Luganskaya Narodnaya Respublika' (LNR,61.3702147525677,UralVagonZavod,61.031746031746025,Almaz-Antey,60.35353535353535
"""Freit Link",Smert Battalion,67.46031746031746,Death Battalion,66.66666666666666,Sparta Battalion,65.83333333333333,IS Bank,65.71428571428571,ORIENTAL REVIEW,65.27777777777779
"""Automotive Statistics","Mostotrest, P",66.98412698412697,Z Interautomatica,66.63793722617251,Mostotrest; 'Mostotrest,64.34676434676435,Tactical Missiles,64.07383466206996,'Institute Giprostroymost - Saint-Petersburg,63.57594528326236
Modern technologies of water produce,"Movement ""Novorossiya"" of Igor Strelkov",69.67067067067066,Movement Novorossiya of Ignor Strelkov,69.07797270955166,Black Sea Bank for Development and Reconstruction,65.96371882086167,"'Foreign Economic Association' ""Technopromexport",65.71428571428571,'Foreign Economic Association' 'Technopromexport,65.71428571428571
"""Migakon",Mir Luganschine,68.25396825396824,Genbank,63.095238095238095,IS Bank,63.095238095238095,Prizrak Battalion 'Ghost' Brigade,62.51920122887865,Prizrak Battalion 'Ghost' Battalion,62.19336219336219
"""METRO Cash & Kerry",The Great Don Army,70.68783068783068,"So-called ""Luhansk Guard",67.4327122153209,'Federal State of Novorossiya,67.30158730158729,Peace To Luhansk Region,66.7391304347826,Resort 'Nizhnyaya Oreanda,65.83333333333333
"""ROLLO",Russian National Commercial Bank,64.16666666666667,So-called Donetsk People's Republic,63.80952380952382,So-called 'Lugansk People's Republic,63.80952380952382,Black Sea Bank for Development and Reconstruction,63.40136054421769,International Union of Public Associations 'Great Don Army,62.92397660818714
SERVISAKSP,Sberbank,73.75,Sberbank of Russia,64.44444444444444,Sberbank (Public Sberbank,62.77777777777778,Russia Bank,60.4040404040404,Gosudarstvennoye unitarnoye predpriyatiye Respubliki Krym 'Zavod shampanskykh vin 'Novy Svet,60.370370370370374
"""Intrinstruments.ru",Russian Direct Investment Fund,71.93899782135075,First Crimean Insurance,67.64435242696112,'Institute Giprostroymost - Saint-Petersburg,63.47109304426377,Industrialny Sberegatelny Bank,62.910052910052904,State Unitary Enterprise of the Crimean Republic 'Crimean Sea Ports,62.79461279461279
Multi Motors Group,"Mostotrest, P",67.5925925925926,Mostotrest,60.105820105820094,'Mostotrest,60.105820105820094,'Institute Giprostroymost - Saint-Petersburg,59.9728997289973,'The Berkatit-Tommot-Yakutsk Railway Line's Construction Directorate,59.684908789386405
FSUE Post of Russia,Sberbank of Russia,71.05263157894738,Fedosia Oil Products Supply,68.65659519168291,"O ""VO TPE",65.25689223057644,Bank of Russia,64.68671679197995,'Federal State of Novorossiya,64.17293233082707
"""Ollie Information",First Crimean Insurance,63.14293833475419,Somali Battalion,62.32298474945534,ROSNEFT AERO,61.165577342047925,Luhansk Economic Union,61.155674390968514,GEOPOLITICA,60.76203208556149
"""Region-Trade",ORIENTAL REVIEW,73.33333333333334,The Great Don Army,69.10774410774411,ROSNEFT AERO,68.5185185185185,Resort 'Nizhnyaya Oreanda,68.33333333333333,Integral,67.65873015873018
"""Eden Springs",Feodosia Enterprise of oil,67.26495726495726,Donetsk Republic,65.97222222222221,"Movement ""Novorossiya"" of Igor Strelkov",63.453453453453456,Movement Novorossiya of Ignor Strelkov,63.21637426900585,"""United Shipbuilding",63.01169590643275
"""RegionProekt",ROSNEFT AERO,65.27777777777779,'Lenpromtransproyekt,61.98830409356725,Dobrolet,61.38888888888889,ORIENTAL REVIEW,60.83333333333333,Battalion Gvardeysky,60.55555555555555
East-Service Special Complex,State Enterprise 'Sevastopol Commercial Seaport,72.86988373944897,Donbass People's Militia,66.7989417989418,State enterprise 'Universal-Avia,65.31490015360984,"'Foreign Economic Association' ""Technopromexport",64.70784449045318,'Foreign Economic Association' 'Technopromexport,64.70784449045318
FSUE RSVO - St. Petersburg,'Institute Giprostroymost - Saint-Petersburg,66.0,So-called 'Lugansk People's Republic,63.42650103519668,"O ""VO TPE",63.121118012422365,'Federal State of Novorossiya,63.069358178053825,State enterprise 'Universal-Avia,62.5250941891483
"""ADVERVIZER GROUP"" MILITARS",Donbas People's Militia,65.35507246376811,Federal United Enterprise 'Crimea Railway,63.33333333333333,State enterprise 'Universal-Avia,62.51486401012018,Z Interavtomatika (IA,61.04761904761905,Donbass People's Militia,60.83333333333334
"PC ""Alta",Peace To Luhansk Region,67.28778467908903,Concern Almaz-Antey,65.91478696741855,GEOPOLITICA,64.50216450216449,Oplot Battalion,64.12698412698413,Crimean Republican Enterprise Azov Distillery Plant,61.718020541549954
"""Megaline Express",Integral,62.797619047619044,Feodosia Enterprise of oil,62.60683760683761,So-called 'Lugansk People's Republic,62.54120879120879,Almaz-Antey Defense,61.71052631578947,Mir Luganschine,60.972222222222214
"""MK-Service",Donetsk Republic,64.16666666666667,Sberbank (Public Sberbank,62.77777777777778,Mir Luganschine,62.698412698412696,Aktsionernoe Obshchestvo Genbank,60.0,Rostec,60.0
"Audit Company ""Korsakov",VAD Aktsionernoe Obshchestvo VAD,63.07375222816399,Peace To Luhansk Region,62.9305477131564,Industrial Savings Bank,62.9305477131564,Gas Industry Insurance Company SOGAZ,62.45791245791247,Azovsky likerovodochny zavod,62.040043290043286
"""time",TPE,75.0,Tactical Missiles,64.2156862745098,First Crimean Insurance,64.13043478260869,Bank Otkritie Financial,62.68115942028986,VAD Aktsionernoe Obshchestvo VAD,61.458333333333336
"""Lyksklin",'The Berkatit-Tommot-Yakutsk Railway Line's Construction Directorate,58.146766169154226,Black Sea Bank Development and Reconstruction,57.22222222222223,Black Sea Bank of Development and Reconstruction,56.94444444444445,Black Sea Bank for Development and Reconstruction,56.859410430839006,Azovsky likerovodochny zavod,56.547619047619044
"S ""MedExpress",So-called Donetsk People's Republic,63.2010582010582,So-called 'Lugansk People's Republic,63.2010582010582,'Federal State of Novorossiya,61.64021164021164,Free Donbass,61.111111111111114,State enterprise 'Universal-Avia,60.60334528076464
"""Trial Market",ORIENTAL REVIEW,69.16666666666667,Russia Bank,68.18181818181817,Industrialny Sberegatelny Bank,65.55555555555556,Prizrak Brigade,65.0,"""United Aircraft",65.0
"""TS-MEDIA","""United Aircraft",66.11111111111111,United Aircraft,66.11111111111111,TPE,63.888888888888886,Smert Battalion,63.76984126984128,First Crimean Insurance,63.121118012422365
"""EKODAR-M",Black Sea Bank for Development and Reconstruction,63.775510204081634,Feodosia Enterprise of oil,60.47008547008548,Aktsionernoe Obshchestvo Genbank,59.02777777777778,Vneshekonombank,58.88888888888889,Smert Battalion,58.611111111111114
"""Kombinat.",Sovkombank,67.22222222222221,Somali Battalion,65.27777777777779,Kalmius Battalion,64.54248366013073,SOVCOMBANK,64.16666666666667,ORIENTAL REVIEW,58.611111111111114
"""Faer",First Crimean Insurance,64.13043478260869,Feodosia Enterprise of oil,63.46153846153846,Fedosia Oil Products Supply,63.27160493827161,'Federal State of Novorossiya,63.095238095238095,'Federativnoye Gosudarstvo Novorossiya,61.93693693693694
"""Magistral North",Smert Battalion,70.1010101010101,Somali Battalion,65.5429292929293,Mir Luganschine,64.44444444444444,Kalmius Battalion,64.19489007724302,Industrialny Sberegatelny Bank,63.93939393939393
"""SOLAR ELS SPB",Sberbank of Russia,67.49287749287748,Donetskaya Narodnaya Respublika,63.06038047973532,Fedosia Oil Products Supply,62.99749633082966,Industrial Savings Bank,62.04632726371857,Donbass People's Militia,61.66472416472416
Ip Duda Ivan Pavlovich,VTB Bank (Public,60.7070707070707,Industrial Savings Bank,59.05036991993514,Research and Production Corporation UralVagonZavod,58.99840510366826,State enterprise 'Universal-Avia,58.85630498533724,UAC,58.58585858585859
Airlines UTair,First Crimean Insurance,68.18495514147688,Russian National Commercial Bank,66.96428571428571,Z Interautomatica,66.75070028011204,ROSNEFT AERO,66.26984126984127,ORIENTAL REVIEW,66.03174603174602
"""Company Brown Lizard",Concern Almaz-Antey,66.05263157894737,Cossack National Guard,64.44055944055944,Somali Battalion,64.16666666666667,Dobrolet,62.5,Bank of Russia,62.354497354497354
"""Naudit and",Russia Bank,65.95959595959596,"""United Aircraft",65.27777777777779,United Aircraft,65.27777777777779,Industrial Savings Bank,65.26570048309179,Zaliv Shipyard,61.904761904761905
Concentrant Express,Concern Almaz-Antey,67.10526315789474,'Lenpromtransproyekt,67.10526315789474,ORIENTAL REVIEW,66.4327485380117,Russian Direct Investment Fund,65.2046783625731,"'Foreign Economic Association' ""Technopromexport",63.4307992202729
"""MGTS",Mir Luganschine,65.0,'Lenpromtransproyekt,63.59649122807017,Army of the Southeast,63.095238095238095,Army of the South-East,62.878787878787875,"Movement ""Novorossiya"" of Igor Strelkov",61.03603603603604
"""MONOLITLBROKSTROY",Mostotrest,65.63025210084034,'Mostotrest,65.63025210084034,"Movement ""Novorossiya"" of Igor Strelkov",62.842933431168724,Movement Novorossiya of Ignor Strelkov,62.53473049138684,"Mostotrest, P",61.74136321195145
"""AVTOSS",Bank Rossiya,66.66666666666666,VTB,66.66666666666666,'Federativnoye Gosudarstvo Novorossiya,66.51651651651652,Bank of Russia,65.07936507936508,VAD Aktsionernoe Obshchestvo VAD,61.80555555555555
"Ltd. Trading House ""MK-Slicle",The Great Don Army,69.40035273368606,So-called Donetsk People's Republic,64.97354497354497,Peace To Luhansk Region,63.272394303937354,Donbas People's Militia,62.47987117552335,Federal United Enterprise 'Crimea Railway,62.47354497354497
"""AUTOST",Kalmius Battalion,63.39869281045751,Army of the South-East,62.02020202020202,Peace To Luhansk Region,61.69082125603865,'Federativnoye Gosudarstvo Novorossiya,60.96096096096096,Mostotrest,60.55555555555555
"""Avers",VEB.RF,70.0,Azovsky likerovodochny zavod,65.95238095238095,State Enterprise 'Sevastopol Commercial Seaport,63.6231884057971,"Movement ""Novorossiya"" of Igor Strelkov",63.60360360360361,Movement Novorossiya of Ignor Strelkov,63.50877192982457
"""VENTELEKTRO",'Interavtomatika,62.853535353535364,ROSNEFT AERO,62.62626262626263,VTB,61.61616161616161,NEW EASTERN OUTLK,60.76203208556149,Smert Battalion,59.292929292929294
N'TLOLIY ELENA VITALYLENNA,Industrialny Sberegatelny Bank,66.19658119658119,State enterprise 'Universal-Avia,65.56463776577628,ORIENTAL REVIEW,64.27350427350427,'Federal State of Novorossiya,61.64081017022194,' 'Sparkling Wine Plant Novy Svet,61.59544159544159
"""Balashikhinskaya Tower",Kalmius Battalion,68.26408885232415,Somali Battalion,65.4040404040404,Zaliv Shipyard,64.69456469456469,Battalion Gvardeysky,64.44055944055944,Sparta Battalion,62.62626262626263
FGBU FNC Gardening,Gas Industry Insurance Company SOGAZ,62.698412698412696,Bulwark,59.78835978835978,UAC,59.25925925925925,USC,59.25925925925925,Mir Luganschine,58.88888888888889
Interfax,Integral,90.0,'Interavtomatika,83.0,Z Interautomatica,70.09803921568628,Z Interavtomatika (IA,68.33333333333333,Internet Research Agency,66.66666666666666
"""Marigard",Zaliv Shipyard,66.07142857142857,Battalion Gvardeysky,62.77777777777778,' 'Sparkling Wine Plant Novy Svet,59.72222222222222,Gas Industry Insurance Company SOGAZ,59.457671957671955,Mir Luganschine,58.611111111111114
"""MVS Service","Movement ""Novorossiya"" of Igor Strelkov",62.645372645372646,Movement Novorossiya of Ignor Strelkov,62.40829346092504,Mir Luganschine,60.577200577200585,Sberbank (Public Sberbank,59.505772005771995,Russian Direct Investment Fund,59.49494949494949
"""MD","State Corporation for the Promotion of the Development, Manufacture and Export of High Technology Products ""Rostec",67.26190476190476,RDIF,58.333333333333336,Dobrolet,54.166666666666664,Dobrolyot,53.70370370370371,Mostotrest,53.333333333333336
"""Mosovodok",Mostotrest; 'Mostotrest,65.07936507936508,Mostotrest,61.48148148148148,'Mostotrest,61.48148148148148,"Movement ""Novorossiya"" of Igor Strelkov",60.8036608036608,Movement Novorossiya of Ignor Strelkov,60.63770537454748
Mosenergosbyt,Mostotrest,83.4423076923077,'Mostotrest,83.4423076923077,"Mostotrest, P",80.33119658119658,Movement Novorossiya of Ignor Strelkov,66.29554655870446,ROSNEFT AERO,65.96459096459097
"""Nestle Russia",Bank of Russia,72.8937728937729,Donetsk Republic,67.752849002849,Russia Bank,67.0,Bank Rossiya,65.96459096459097,Sberbank of Russia,64.15954415954417
NOTARY OF MOSCOW ALEKSEEV Sergey,"Movement ""Novorossiya"" of Igor Strelkov",71.01957726957727,Movement Novorossiya of Ignor Strelkov,70.4031713900135,'Federal State of Novorossiya,66.30952380952381,So-called Donetsk People's Republic,65.08116883116882,Aktsionernoe Obshchestvo Genbank,64.01515151515152
Oscar-KSB,Russia Bank,66.18566618566618,Aktsionernoe Obshchestvo Genbank,64.93055555555554,SOVCOMBANK,64.44444444444444,USC,62.96296296296296,Sberbank of Russia,62.698412698412696
"""Regional Network",ORIENTAL REVIEW,71.11111111111111,ROSNEFT AERO,68.61111111111113,'Lenpromtransproyekt,68.27485380116958,Integral,67.55952380952381,Resort 'Nizhnyaya Oreanda,63.888888888888886
SOREL INVEST PLYUS,Donetsk Republic,66.66666666666666,State enterprise 'Universal-Avia,66.12903225806451,"O ""VO TPE",65.93915343915344,Donbass People's Militia,65.2065527065527,Fedosia Oil Products Supply,64.07407407407408
"""Spline Center",ROSNEFT AERO,65.96459096459097,ORIENTAL REVIEW,65.2991452991453,Internet Research Agency,64.6950271950272,Peace To Luhansk Region,63.467112597547384,People's Union,63.18681318681318
"""Antal Rasha",Prizrak Battalion 'Ghost' Battalion,65.65656565656566,Zarya Battalion,65.33910533910534,Battalion Gvardeysky,64.49494949494951,Z Interautomatica,63.50903997962821,Integral,62.651515151515156
"""NetKubub",Donetsk Republic,70.83333333333334,VTB,63.888888888888886,"""United Shipbuilding",63.30409356725147,United Shipbuilding,63.30409356725147,Vneshekonombank,58.88888888888889
"""VERTRS",'Lenpromtransproyekt,69.88304093567251,VTB,66.66666666666666,VEB.RF,66.66666666666666,Federal United Enterprise 'Crimea Railway,65.27777777777779,First Crimean Insurance,61.69082125603865
Sireem Sensor,Free Donbass,71.9017094017094,Free Donbas,67.73226773226773,People's Union,63.003663003663,State Enterprise 'Sevastopol Commercial Seaport,61.68710516536603,Russian Direct Investment Fund,61.639471639471644
"""Translog",UralVagonZavod,67.06349206349206,Industrial Savings Bank,63.121118012422365,State Enterprise 'Sparkling Wine Plant 'Novy Svet,62.70263424518744,Industrialny Sberegatelny Bank,60.75396825396826,Mir Luganschine,60.55555555555555
"""Promo Diedzhl",RDIF,66.02564102564102,Promsvyazbank,58.97435897435898,Narodny Soyuz,58.54700854700855,Fedosia Oil Products Supply,57.98670465337131,Rostec,57.6923076923077
"""BEST LOGISTIK SERVICE",Battalion Gvardeysky,65.37851037851038,Bank Otkritie Financial,65.1165259860912,Aktsionernoe Obshchestvo Genbank,64.30030345471522,Russian Direct Investment Fund,64.0079365079365,ORIENTAL REVIEW,63.116883116883116
MGPD Devstance №6,Genbank,60.71428571428571,TPE,59.72222222222222,Mir Luganschine,59.44444444444444,'VO TPE,58.19444444444445,'Federativnoye Gosudarstvo Novorossiya,58.033033033033036
"""DHL Express",Donbas People's Militia,60.83662714097496,Donbass People's Militia,60.35353535353535,Donetsk Republic,59.60497835497836,ZELENODOLSK SHYARD,57.98460798460798,'The Berkatit-Tommot-Yakutsk Railway Line's Construction Directorate,57.389190411578475
"""Hotel complex"" Astoria",Donbas People's Militia,69.99309868875086,Donbass People's Militia,69.0873015873016,"""VO Technopromexport",68.21219715956558,"O ""VO Technopromexport",65.39682539682539,Somali Battalion,64.61940836940838
"""IMPRESS MEDIA",Donbass People's Militia,62.863247863247864,Mostotrest; 'Mostotrest,62.37789987789988,Russia Bank,61.34421134421135,Free Donbass,61.20268620268621,TPE,60.68376068376068
"""LIRA",Integral,70.83333333333334,Mir Luganschine,67.22222222222221,'Interavtomatika,65.0,Z Interautomatica,64.2156862745098,'Lenpromtransproyekt,63.59649122807017
"FSUE ""Security"" of the Federal Service for Troops",State Unitary Enterprise of the 'Republic of Crimea' 'Chernomorneftegaz,70.21673917794068,Separate Artillery Brigade of the 1st Army Corps,70.0806315433975,State Unitary Enterprise of the 'Republic of Crimea' National Institute of Wine 'Magarach,67.3181593270658,State Unitary Enterprise of the 'Republic of Crimea' 'Sparkling Wine Plant Novy Svet,66.91245450110698,State Unitary Enterprise of the 'Republic of Crimea Production-Agrarian Union Massandra,66.5429655286162
"""Centurion",Z Interautomatica,68.22284469343293,Smert Battalion,63.33333333333333,'Interavtomatika,63.33333333333333,Death Battalion,62.96296296296296,'Chernomorneftegaz,61.76470588235294
"""Auto Magazine of Combinary Waters",Russian National Commercial Bank,66.35101010101009,Army of the South-East,65.40404040404042,Movement Novorossiya of Ignor Strelkov,64.73950026581606,Gas Industry Insurance Company SOGAZ,64.52020202020202,Almaz-Antey,63.73737373737374
"""ILSA",IS Bank,75.35714285714286,CB IS Bank,68.33333333333333,Zaliv Shipyard,67.85714285714285,Kalmius Battalion,66.17647058823529,Mir Luganschine,65.0
"""Sherp Autodiagnostik",Peace To Luhansk Region,66.7391304347826,'Federativnoye Gosudarstvo Novorossiya,65.21727609962905,Russia Bank,64.49494949494951,Smert Battalion,63.98989898989898,RDIF,63.33333333333333
"""Floring","'Foreign Economic Association' ""Technopromexport",60.79365079365079,'Foreign Economic Association' 'Technopromexport,60.79365079365079,Foreign Economic Association 'Technopromexport,60.79365079365079,Otkritie,60.11904761904761,Battalion Gvardeysky,58.80952380952381
"""Quantk-Network Technologies",Peace To Luhansk Region,70.29126762154986,Aktsionernoe Obshchestvo Genbank,67.19135802469137,NEW EASTERN OUTLK,65.70806100217865,Luganskiy Ekonomicheskiy Soyuz,65.36673928830791,Bank Otkritie Financial,63.77482555018786
"""SIBUR-PETROCON",Smert Battalion,61.82539682539683,"""VO Technopromexport",61.35338345864662,Sberbank (Public Sberbank,61.031746031746025,Sparta Battalion,60.71428571428571,Russian National Commercial Bank,60.51587301587303
"""VLEAT",Black Sea Bank Development and Reconstruction,63.70370370370371,'Interavtomatika,60.55555555555555,ORIENTAL REVIEW,60.55555555555555,Death Battalion,60.0,NEW EASTERN OUTLK,59.21568627450981
"""Repacklik",UAC,62.96296296296296,Rostec,61.11111111111111,GEOPOLITICA,60.26936026936026,Genbank,58.730158730158735,Sberbank (Public Sberbank,57.407407407407405
"""AVS LOGISTIC",Somali Battalion,63.888888888888886,GEOPOLITICA,62.62626262626263,Otkritie,61.11111111111111,Fedosia Oil Products Supply,60.12345679012346,Zaliv Shipyard,59.92063492063493
Orlov Roman Nikolaevich,Azovsky likerovodochny zavod,66.03404646882908,Oplot Battalion,63.3816425120773,VAD Aktsionernoe Obshchestvo VAD,63.355475040257645,Vostok Battalion,63.101119894598156,Luhansk Economic Union,62.244180939833115
Avto-Service,'VO TPE,68.33333333333333,Rostec,68.33333333333333,Aktsionernoe Obshchestvo Genbank,66.25631313131312,Donetsk Republic,65.97222222222221,ORIENTAL REVIEW,63.51851851851852
"""PM LOGISTIKS",GEOPOLITICA,64.46608946608947,Mostotrest,63.88888888888889,'Mostotrest,63.88888888888889,Somali Battalion,63.888888888888886,"Mostotrest, P",61.111111111111114
